LeftColumn,RightColumn
0.6777, 8.5794
5.6264, 2.9106
0.6857, 12.2388
8.9724, 2.7451
4.6626, 5.6522
3.1852, 8.2446
4.7516, 6.2285
5.9522, 2.5915
2.4541, 6.7052
5.7639, 4.8591
0.7579, 8.4573
9.8851, 0.3275
-1.3281, 12.6530
5.0771, 4.7822
10.8300, -2.2236
8.0889, 4.6198
8.5683, -0.0889
11.4635, -0.3700
10.2235, -2.1103
11.5186, -0.7790
1.0336, 8.1790
4.1230, 3.7043
6.2230, 4.5193
0.4423, 7.5599
6.5784, 1.3354
0.7761, 7.8996
9.4389, 1.7014
2.3349, 6.3548
9.6152, 0.6405
5.7330, 5.5604
3.6394, 5.4184
0.7624, 7.2923
5.1233, 4.2328
4.4884, 4.6930
8.9290, 4.1457
5.6026, 4.7190
3.5549, 6.1416
7.0844, 5.1466
2.5883, 5.5007
5.8017, 3.3882
5.7001, 6.4869
7.7390, 2.6811
5.5398, 2.4737
2.0534, 8.1803
6.7029, 3.0990
8.1991, 2.1577
13.1485, -1.8278
4.6612, 8.3876
5.5474, 2.6321
4.2421, 4.9823
2.8276, 6.7145
7.6363, 1.9258
5.4326, 4.5201
2.1729, 8.6634
3.4102, 6.5175
1.0590, 8.6898
6.2340, 4.1934
0.8888, 7.2909
5.5114, 3.7020
1.4460, 8.8963
0.6580, 6.2001
4.7766, 6.2562
4.9534, 5.5400
5.3384, 5.2098
10.5391, -2.1507
6.8999, 3.1956
5.8420, 4.9113
6.2801, 4.1670
4.8038, 5.2013
2.0078, 8.6553
6.1843, 1.3360
5.4562, 1.9551
3.0144, 7.5546
6.0322, 7.3300
9.4610, 2.7405
8.9196, 2.2066
7.0540, 2.2675
5.0435, 4.0838
5.1327, 4.7330
5.2053, 3.5780
8.6035, 0.3756
4.7571, 3.7667
1.7893, 7.7062
10.4820, -2.9458
1.1657, 8.4779
3.1071, 9.4598
6.1024, 1.6347
0.8165, 10.7197
5.0610, 3.3271
6.7879, 4.1993
6.6707, 4.0036
3.2302, 6.8083
7.0929, 2.9661
4.9303, 6.8951
5.2190, 4.3887
5.8096, 5.6111
5.6769, 3.7774
6.9040, 1.9287
6.5321, 3.2839
6.0821, 5.0499
6.4984, 2.2216
5.7553, 6.2731
4.1870, 4.3433
1.6694, 8.8156
-0.7711, 8.2426
2.6066, 7.8884
4.2973, 5.9892
4.1273, 5.1283
2.6906, 5.0540
7.2286, 3.5564
3.4437, 6.3366
5.8355, 4.4169
10.6925, -1.8818
4.1441, 5.0602
2.8862, 6.3136
4.6570, 4.5826
5.1500, 4.1879
5.3895, 4.0189
1.3981, 10.5061
8.8711, 0.2400
6.9043, 2.8299
4.5369, 5.6734
8.0885, -0.3328
4.3732, 5.3804
8.6169, 0.3205
0.4389, 10.4149
2.9609, 7.0311
8.8989, 4.1384
2.1046, 8.1729
9.0381, 2.2794
7.6969, 2.1441
6.6167, 4.0329
9.4596, 2.2277
2.5887, 6.4233
6.8920, 2.5897
-1.1217, 11.5289
3.7760, 8.0157
3.0284, 7.1050
2.8700, 7.1476
8.2565, 2.1520
1.1980, 8.2700
2.8854, 6.0988
-1.0109, 11.6183
3.9463, 7.4572
3.7360, 4.7709
9.4882, -0.9985
-0.2801, 9.7593
0.6323, 9.2269
8.3685, 3.1798
3.9096, 5.4106
9.1071, 1.5311
8.9741, 3.6763
7.2585, 2.7404
4.4330, 4.6254
0.5139, 9.3303
0.6445, 9.0172
7.3012, 4.7356
2.3908, 7.5686
7.6461, 3.6432
7.3611, 3.2211
2.6406, 6.2947
1.5670, 7.4345
9.3685, -0.2402
7.6140, 4.1827
5.5237, 4.3504
3.8818, 7.4958
9.7024, 1.4348
6.1614, 1.1994
4.1016, 4.6826
2.6367, 4.8655
-0.9096, 11.2006
3.0752, 6.9546
5.5535, 4.8096
6.0258, 5.6858
9.4913, 2.7643
4.3437, 4.6314
4.6467, 4.7342
4.2294, 6.7851
4.5676, 3.5716
12.0091, -3.5084
9.3044, 1.3672
2.9639, 7.4443
4.3370, 6.9072
5.4248, 5.0091
3.3464, 5.3765
7.1510, 3.2284
4.2769, 6.6037
-0.1000, 10.2928
2.5502, 7.2259
6.5093, 4.6218
1.7027, 8.5005
4.0078, 5.7078
5.6953, 3.6982
6.4001, 3.8554
2.0935, 5.5002
3.8001, 4.8944
7.9525, 2.7883
3.7553, 5.2691
4.1663, 5.1596
5.2278, 5.4816
5.6732, 4.1468
6.6237, 3.8750
5.8485, 3.3126
3.4145, 5.3419
0.5043, 6.9602
5.9555, 0.9351
0.7782, 12.0322
2.6417, 8.4794
3.6943, 5.3145
5.3019, 2.0901
12.6330, -3.3255
6.8231, 4.1261
2.3099, 6.9927
5.7010, 4.3350
0.1379, 10.7877
10.2351, 0.4609
7.5954, 2.9574
4.6029, 7.8366
0.5904, 8.1997
6.4281, 3.2653
3.5136, 5.9088
2.6589, 4.5245
-2.7581, 11.6465
8.0024, 1.2959
7.0575, 2.2510
1.5922, 6.6016
1.5912, 7.5977
6.5533, 4.0454
6.7114, 2.8720
2.7320, 5.7122
0.0037, 7.8376
4.8512, 5.3005
3.8618, 7.2369
3.8438, 5.0666
7.7578, 5.3837
7.3963, 3.2130
4.7099, 5.1321
3.4828, 6.2007
3.1318, 8.0309
2.3892, 7.4407
1.3169, 6.7417
1.9811, 5.8729
7.9685, 0.8054
-1.3094, 10.5724
7.0333, 2.6037
7.1885, 2.8319
7.0565, 2.9772
3.4592, 6.2182
2.8362, 8.1375
4.8053, 6.1615
7.8733, 2.5346
3.7771, 8.0107
1.3713, 6.6994
3.3527, 7.3564
4.2315, 2.7050
4.5008, 5.5594
4.2237, 8.1415
5.6557, 7.1247
3.2480, 3.4194
4.1771, 7.2508
8.4434, 2.3124
6.1097, 5.0229
6.2527, 4.3327
4.2147, 5.9188
11.6347, -2.1030
0.6573, 6.6688
5.8203, 4.1108
4.4248, 6.2677
8.5042, 4.7224
5.2725, 4.4540
5.3003, 5.8233
0.8591, 7.8989
-1.0982, 9.4458
9.2940, 3.3645
10.0930, -0.6869
13.9377, -1.3573
1.2796, 9.6244
1.4352, 7.1601
3.6158, 7.3027
4.7674, 4.0394
2.5701, 8.2285
2.7641, 8.0023
6.7388, 6.2151
9.3206, 2.1258
-0.0348, 11.7094
6.5312, 2.5804
6.7398, 3.8923
10.4460, -1.2132
8.2568, 3.3299
5.0598, 5.4745
5.1631, 4.5612
3.2857, 5.0925
3.0398, 5.1977
6.2604, 5.5164
6.2343, 4.2977
9.6267, 2.6404
1.3144, 11.2306
2.4416, 7.0952
6.7935, 3.2920
6.4685, 2.6042
1.7352, 8.8930
2.4451, 8.2060
6.6804, 1.7990
1.1543, 9.2347
6.2511, 4.7054
7.0432, 3.3368
2.6223, 6.4427
6.1899, 4.3888
1.7923, 10.0284
7.1844, 6.2407
10.7699, -0.9256
-3.4138, 13.4413
11.2483, 0.8475
2.4637, 8.3575
5.0619, 4.7451
3.9102, 5.1456
2.0866, 7.7676
9.8111, -1.1236
5.7801, 3.3488
-1.2670, 10.2451
6.7204, 3.4909
4.8585, 4.7660
3.1347, 6.1511
3.6185, 5.4313
6.0773, 1.9048
9.7652, 0.4999
7.4524, 3.0528
2.6622, 7.1599
6.1767, 4.6582
5.5986, 4.3134
2.0660, 9.0218
10.1895, 1.7115
3.1750, 7.2316
8.0727, 0.7680
3.3062, 5.6605
5.5468, 4.3927
4.7280, 4.3684
7.1503, 2.4330
-1.7371, 11.3232
4.7777, 6.0848
-0.7863, 6.9257
3.1406, 9.2256
6.9281, 4.2482
6.8474, 2.6254
4.0797, 4.5466
0.8778, 8.3315
1.1125, 6.4586
3.5845, 7.0280
8.1564, 0.6884
6.8764, 3.6948
5.6519, 5.6880
0.8307, 7.7313
-0.5819, 10.0633
4.1926, 4.5753
5.9734, 4.7997
3.7758, 4.0439
4.5854, 4.3742
9.4991, 1.6425
5.0474, 4.0147
0.6285, 9.5757
4.4381, 3.4121
2.6235, 9.3772
-0.9636, 10.2688
2.6431, 7.4279
6.8779, 3.6110
5.5160, 5.1796
-0.3558, 9.7578
3.3411, 5.8622
5.7583, 4.4859
3.9567, 5.6961
2.1200, 8.4621
6.1781, 2.2508
2.4834, 9.1444
7.5400, 1.5017
1.4040, 9.0014
6.1027, 5.8277
6.1082, 3.6791
8.1739, 2.7700
5.3730, 7.2044
1.8484, 6.6944
3.6080, 6.1724
0.1826, 7.2799
9.8677, -1.5266
0.3784, 9.4628
1.9769, 9.6483
3.3842, 6.0121
4.0802, 5.6376
6.4934, 1.8616
4.9059, 2.8002
4.2727, 7.8413
10.0636, 0.5679
4.3897, 4.7025
7.5825, 2.3862
8.5938, 2.3369
-1.0913, 10.8638
2.6165, 9.6543
11.2273, 0.9656
5.4690, 1.9527
3.6824, 4.5350
5.4243, 2.4132
6.9720, 2.7726
3.4307, 6.1247
6.0110, 5.0324
-0.5631, 9.2381
0.6891, 7.5439
2.5326, 9.3482
-0.1299, 9.6361
9.0293, 0.3543
4.2518, 6.1477
2.2647, 7.8615
7.7930, 2.6745
7.1495, -0.0981
1.7581, 8.8020
6.7725, 2.3235
7.5101, 0.0482
3.6213, 6.0813
7.6531, 1.6351
7.5689, 2.8839
5.1781, 5.6611
1.7124, 6.1824
7.5214, 2.3827
6.4305, 3.4593
6.5557, 3.7755
8.8241, 3.3431
5.2395, 5.0399
2.0098, 6.8085
4.7504, 6.0674
4.0598, 6.1307
1.5538, 8.6486
5.0015, 4.5009
5.6086, 4.2626
6.8242, 4.8574
6.4142, 4.1003
0.5317, 9.1271
1.6971, 7.7088
1.8061, 9.0489
5.1557, 3.9835
5.0487, 5.8441
4.5309, 4.7024
7.6495, 2.8633
3.9331, 6.3322
7.4466, 1.7960
10.9253, -1.9453
9.1023, 2.3667
3.0549, 7.8203
4.8441, 4.4533
8.3362, 0.6058
6.7360, 1.9327
3.9534, 5.6695
2.4138, 8.6481
6.6424, 2.6961
5.1445, 5.4139
4.8462, 5.9891
7.6752, 0.5537
7.8608, 4.3347
6.1312, 3.5227
1.8296, 7.1255
7.5452, 3.1464
7.1667, 3.0480
1.7168, 7.5521
3.0968, 6.6766
3.4812, 7.9503
8.4566, 1.7363
5.9486, 2.8405
7.4047, 4.2755
2.4506, 7.4535
1.5984, 7.1355
4.1183, 3.9727
8.3130, 1.6890
1.5684, 6.7257
6.3825, 1.7657
11.1249, -1.4431
1.8617, 6.6826
0.8215, 6.7600
3.9625, 7.7248
1.9304, 7.1971
6.3323, 2.5823
8.8910, 2.7760
6.1989, 5.8156
6.4934, 4.4189
0.4209, 8.8914
-0.5016, 9.5276
8.3892, 1.5654
7.1398, 1.8032
8.7616, 3.6362
0.4208, 7.8180
7.2403, 3.2891
8.4208, 3.6345
5.0836, 6.7378
7.9814, 2.6106
0.9170, 8.9785
7.8673, 2.3284
4.5038, 6.0753
5.0576, 3.5328
6.2626, 5.6791
4.0805, 5.6433
4.5953, 3.4140
5.4505, 6.1275
4.9236, 6.0477
6.2784, 2.0419
8.1109, 1.9738
6.3017, 4.8292
6.9399, 2.5897
4.0398, 4.6488
5.8152, 5.2063
1.0022, 7.1603
3.3695, 4.9637
2.7662, 6.3348
9.1616, 0.6029
4.1932, 7.8136
6.3320, 5.2774
1.9035, 9.5979
5.7254, 3.5117
8.6058, 3.1764
5.5355, 2.6693
3.8730, 4.3972
4.4339, 7.0527
5.6119, 7.1697
3.3503, 8.4127
4.3328, 2.3900
4.9528, 4.0008
7.7588, 2.2627
6.6787, 2.9033
4.9367, 4.2964
5.1837, 5.4418
10.0796, -0.3351
6.8386, 4.2380
1.8125, 9.2872
4.0562, 5.5912
7.1682, 6.0894
4.5013, 7.9050
8.9677, 2.4376
6.2190, 3.9628
5.8044, 3.6923
3.4015, 6.6103
9.6444, -1.2385
1.9808, 10.0044
6.0099, 3.3548
4.2544, 9.2001
7.9722, 2.8378
7.7447, 2.6833
6.6619, 3.2990
2.0318, 9.5119
5.7851, 5.6679
4.0780, 5.0630
6.3084, 4.1593
5.7199, 4.1683
6.9064, 2.5648
4.3803, 6.9643
8.8451, 1.6179
4.7387, 7.6584
-2.3233, 12.8229
1.9370, 5.9778
3.5346, 6.9335
4.7023, 3.2830
3.1895, 7.5955
3.5917, 6.3220
5.9517, 3.5643
4.2291, 5.6892
5.3230, 3.9981
7.0883, 3.2243
2.4288, 6.8813
10.1405, 0.9691
1.4141, 8.6820
5.7299, 3.0004
5.8275, 5.1756
6.6275, 4.2701
0.0988, 8.5192
2.9595, 8.3781
3.8253, 6.8115
1.8598, 6.6199
1.6167, 6.7050
3.2563, 4.2396
4.8493, 5.0174
1.0605, 6.8968
7.4969, 1.2456
7.5936, 3.1149
3.6318, 4.5478
5.6767, 6.4470
0.6799, 9.6301
4.2385, 4.6345
3.5189, 4.5001
8.3655, 1.6482
1.4004, 9.0392
4.2532, 6.9470
3.6530, 9.1544
6.5689, 6.6453
1.5070, 8.2054
8.0689, 2.9042
8.3110, 3.1040
6.9648, 3.8866
3.3640, 8.0392
5.5341, 6.1674
5.1637, 3.6220
7.2780, 2.9420
4.2062, 5.2956
9.3611, 0.4929
0.0436, 9.7253
2.8370, 5.6395
1.8202, 7.6911
-0.7224, 11.3346
6.2010, 7.2236
11.8219, -0.5390
4.8821, 6.3814
6.9343, 2.8910
0.3759, 10.6400
5.7091, 4.8756
3.5997, 6.0619
4.1530, 6.4698
5.8721, 4.2306
2.8647, 7.2953
6.4212, 3.0718
11.1251, -0.4102
2.1217, 8.4344
3.1995, 5.6310
-0.2429, 9.1491
8.6052, 2.4052
8.0487, 2.5072
7.1770, 2.9465
4.2849, 7.0338
2.5599, 6.8111
10.3879, 0.3618
7.7069, 3.2073
5.4484, 4.1407
5.0161, 3.7216
2.1319, 7.2792
8.9861, 1.1050
5.1355, 2.9593
7.5833, 1.0603
12.1788, -1.6581
4.4540, 4.8932
0.3488, 8.7189
6.4871, 2.3473
3.2051, 5.3572
6.3204, 3.6156
8.1508, 5.9729
3.4898, 5.7685
12.3584, -2.7148
7.1244, 3.4853
4.0271, 7.3894
5.8977, 5.1043
3.2934, 6.4130
1.8255, 5.9468
1.0778, 6.4666
7.4957, 5.0395
6.0432, 4.2918
4.6527, 4.5946
-0.1436, 7.8528
5.7197, 2.4702
7.1908, 1.7152
6.6352, 3.8647
4.7153, 4.5395
1.3227, 8.0395
2.5555, 6.6307
8.8007, 2.0987
5.8269, 4.5927
3.9825, 6.8775
0.5329, 8.5306
7.6376, 1.1513
4.8704, 4.8556
9.9381, 2.3318
7.3861, 3.5264
5.2663, 2.7404
5.4168, 4.3267
8.5422, 1.8601
6.2934, 3.6766
9.9887, -0.6473
8.3316, 0.6037
5.6620, 4.7018
1.1610, 11.8594
7.2944, 3.5726
6.4314, 3.9349
1.6451, 7.7060
9.1183, 0.0462
4.7499, 6.8835
-0.4401, 8.0316
7.4986, 5.5850
4.0878, 3.5281
0.5653, 9.4236
1.2407, 9.5719
9.4743, 1.8380
2.8479, 5.8476
1.9658, 7.9946
4.5720, 4.6678
3.2946, 10.2639
8.3091, 3.6488
6.8775, 0.1480
-2.6897, 13.0689
2.1153, 9.8868
7.0401, 2.8539
1.9476, 7.1469
0.2550, 11.3078
6.7515, 4.5856
5.4753, 4.5386
6.1210, 2.9577
5.3297, 4.5723
-1.6221, 9.2543
12.0391, -3.2403
2.0019, 6.8286
5.3297, 4.9500
4.5507, 4.8100
8.9383, 0.3106
4.8832, 3.6745
6.7733, 0.8841
1.7299, 8.6793
6.9680, 3.1877
6.1330, 6.3628
2.9379, 3.8106
2.5155, 8.6888
7.9429, 2.8525
0.2263, 9.5832
7.1208, 4.1487
1.2845, 7.7182
3.2953, 7.8635
8.4701, 0.2913
1.7289, 7.7827
6.7269, 3.0176
6.3609, 3.6022
6.0213, 4.8463
2.3532, 4.7605
3.4617, 5.6184
6.7814, 2.1758
4.8648, 4.4488
6.7314, 2.9543
4.6111, 6.7134
5.0173, 5.7205
1.6979, 7.7115
2.6760, 7.2657
4.9085, 7.0655
4.7628, 4.1880
1.9213, 7.8312
-0.7054, 10.0340
-0.4246, 8.2950
10.8981, 0.1864
7.7514, 1.8423
9.7556, -0.5549
8.8330, 3.8826
4.9151, 5.2578
5.8329, 3.4403
3.1103, 9.8150
2.3786, 8.6394
3.9390, 3.7690
4.9395, 4.1405
4.3111, 4.1700
3.6026, 4.6690
6.4287, 5.7778
9.0073, 1.9722
5.1751, 3.9856
5.4218, 2.9714
1.5543, 7.8297
6.7681, 3.5952
1.9576, 6.8390
1.9519, 8.2881
9.9745, 0.0940
1.3635, 9.1070
5.0536, 5.7699
7.5923, 2.6823
1.8985, 8.9698
4.1256, 5.0381
3.6825, 3.9305
1.5442, 7.2362
5.6952, 5.4608
1.5492, 7.3160
5.9859, 6.0208
3.3774, 6.0941
0.1679, 11.1627
3.1305, 12.1163
2.3199, 8.4616
3.0235, 6.2982
8.6560, 0.6944
0.1410, 9.2190
1.9087, 9.1404
2.8033, 8.9481
0.1332, 10.6067
0.8127, 9.0837
2.9842, 6.2551
1.9798, 8.5474
4.7757, 4.1908
2.8803, 7.5261
4.8241, 5.2964
3.8753, 8.3976
9.2249, 1.1015
7.6855, 3.0935
6.6409, 7.1174
7.3382, 0.5748
5.3244, 4.2843
7.2242, 1.6876
4.1335, 6.4619
7.6452, 4.4518
0.7949, 8.9350
0.7896, 8.2823
2.2885, 6.7423
8.2755, 0.6454
7.3088, 4.8673
9.6048, 1.5707
6.6291, 5.6444
9.4702, 0.6844
2.2531, 7.0811
5.3203, 1.9342
5.7961, 1.9829
4.2940, 3.9895
6.2771, 2.6196
3.6327, 3.4782
7.6039, 1.2895
-0.9827, 11.5437
3.5439, 7.0985
5.9789, 3.9384
7.7120, 2.7557
8.9333, 2.4680
7.8352, 1.3094
8.3497, 1.2907
4.3018, 7.8391
1.9695, 10.7245
9.1531, 2.2435
9.9141, 1.9138
4.3504, 5.4675
0.6064, 5.2698
8.5577, 1.2420
7.8637, 2.3087
2.8528, 6.8445
4.8350, 4.5996
4.3933, 4.5285
4.7377, 3.4673
7.7558, 2.6649
-0.3448, 11.2570
4.2874, 5.0630
6.7895, 3.1989
3.1703, 5.7218
8.6048, 3.0766
5.3721, 3.2756
6.4490, 4.2691
5.6167, 4.3224
6.7269, 3.7884
0.2089, 7.7596
6.4244, 5.0446
7.7090, 2.4602
6.8254, 3.1495
5.4764, 2.8038
4.6899, 7.1809
1.4445, 9.0769
0.5753, 7.8587
7.1738, 4.7671
2.0705, 4.4011
6.3791, 3.5039
6.2348, 4.3474
3.3164, 5.2984
0.2258, 8.3444
1.0810, 11.7787
0.6558, 8.8206
3.8389, 5.8539
4.4542, 6.3278
0.7780, 8.7233
4.6836, 7.3084
0.6135, 7.2751
1.9516, 7.7653
8.4253, 3.6812
6.4587, 3.1759
2.9929, 7.1861
5.9895, 3.9927
6.8059, 4.1645
0.2283, 8.7263
4.5057, 4.6883
5.2760, 2.9558
8.7508, 2.1215
5.2426, 2.1168
0.7223, 8.0574
2.1528, 7.8109
6.1753, 4.6149
2.8181, 7.2684
9.0113, 0.1981
6.9589, 3.6176
4.2428, 2.8281
5.8090, 3.5871
6.6656, 4.0363
2.5175, 7.5639
4.8993, 6.0043
3.0205, 6.8587
4.7913, 7.2480
12.4998, -0.7764
1.2482, 8.8924
3.2831, 6.7110
5.6006, 4.4219
3.2321, 3.9971
7.9954, 2.9392
5.5881, 5.4976
6.4590, 3.3911
7.8536, 0.9715
2.7797, 7.8290
6.1020, 4.6084
1.8356, 6.0522
2.0608, 4.9736
9.0340, 2.3272
8.3503, 1.5350
8.4995, 2.0094
2.8082, 7.3484
0.8878, 9.5875
8.7592, 0.7215
3.0705, 4.2737
8.1013, 0.6927
-0.2027, 10.0058
7.2893, 2.0602
-0.4030, 7.7380
6.0580, 2.2604
1.6861, 8.0848
-0.4511, 9.8846
12.6798, -2.4575
8.2023, 2.7582
4.3774, 5.9713
10.7537, 0.5615
-1.1520, 9.1453
4.3258, 4.3943
7.5904, 2.8547
5.0451, 5.6756
1.9235, 5.9808
8.0888, 3.3103
10.3494, 0.9311
1.5247, 8.3143
4.7348, 3.7138
2.0929, 6.1589
7.0721, 4.6399
1.8734, 5.8903
-0.4857, 9.6831
6.1004, 5.3672
11.3243, 0.3290
7.1661, 3.7439
2.4437, 8.6550
6.0681, 3.6234
3.0766, 7.7624
8.8885, 0.0526
3.6294, 5.3910
7.1350, 3.3461
0.7377, 8.2986
0.4042, 9.1176
0.9850, 8.8048
1.7726, 5.9238
9.5925, 0.7938
5.8784, 3.6489
3.6211, 5.7165
4.5441, 6.6807
9.6108, 0.1658
4.8283, 6.8296
3.3479, 7.1590
2.2408, 8.2454
10.6697, 1.4183
0.2352, 7.8725
6.9196, 3.4508
5.9393, 5.0722
0.3206, 8.3996
5.3918, 1.9479
-0.4277, 9.1288
0.2884, 10.3919
7.6659, 2.0250
1.2972, 8.1060
4.5831, 7.3525
4.2202, 4.0493
2.9751, 5.4552
5.2955, 5.8103
2.1116, 6.3261
5.8345, 3.0959
5.8153, 5.6717
11.1476, -0.7117
3.4187, 8.1692
1.4074, 7.2225
11.3633, -0.9633
3.8286, 8.1737
1.8370, 9.1279
2.2734, 6.2322
4.2116, 4.4240
3.5883, 7.2601
4.8654, 1.4486
7.3031, 4.0207
8.4235, 0.5122
8.8237, 1.3169
3.5969, 5.3532
4.5069, 4.4671
4.3196, 4.1651
5.3138, 3.4333
10.1990, -2.0032
3.9453, 8.1900
3.8776, 6.4966
7.0834, 2.4608
6.1260, 2.6823
2.4483, 9.2205
7.4352, 3.8488
5.5895, 2.9861
2.9511, 5.9718
1.6210, 6.6968
2.0220, 8.8498
6.8035, 3.9057
2.0373, 7.4396
3.6120, 5.8330
5.7578, 4.9742
5.8652, 6.7546
5.9272, 5.2753
7.2277, 1.0584
1.9339, 8.0948
4.4923, 3.3527
6.0836, 3.6007
4.3234, 3.6985
5.7533, 4.6293
6.9765, 5.0151
5.1237, 6.5855
9.4088, 1.4707
4.2287, 3.6937
8.5825, 2.7426
7.0129, 3.8647
5.7677, 3.7748
2.0738, 8.8496
10.9999, -1.0540
6.8675, 3.6040
1.5387, 6.2174
8.4153, 0.1807
6.5767, 3.1946
3.3145, 8.9492
3.0557, 6.3454
5.8796, 6.3382
4.6005, 7.3120
3.7042, 4.2435
6.6042, 2.8026
6.8790, 0.3175
6.5990, 4.3026
11.3352, -1.3727
4.3163, 5.6876
5.8454, 4.0076
1.6985, 8.9688
8.5101, 2.0978
9.1671, -0.2786
7.8162, 0.8682
5.4276, 5.3216
0.7773, 8.6366
3.7281, 5.9614
4.7426, 5.6818
5.9775, 4.0256
2.0621, 6.5625
7.4523, -0.0625
5.1314, 5.2053
4.0502, 6.6607
6.3905, 7.6037
3.4345, 6.6535
7.3282, 1.8923
2.3451, 7.3975
7.3141, 6.5213
6.5885, 2.3621
6.0612, 4.8216
1.0507, 8.0465
3.1450, 9.0715
5.8931, 3.1228
2.3648, 7.1706
7.2148, 3.0464
8.8360, 2.1995
4.9178, 3.5862
2.7124, 5.0154
4.0309, 4.2642
6.0400, 4.7698
6.9198, 2.2088
4.0462, 5.3250
2.0367, 6.7244
9.2219, 0.8317
4.8198, 4.0068
-1.6045, 12.9851
6.2676, 2.9714
2.2325, 5.8086
5.6721, 2.8138
5.3257, 3.5846
3.9879, 5.4314
4.6092, 6.0320
3.3045, 1.5428
7.8916, 1.8074
8.9358, 0.6640
3.1003, 3.3712
8.7939, 2.0094
2.5768, 4.9716
5.3678, 3.4696
4.8500, 4.2291
4.4560, 4.5451
3.0041, 7.4505
7.6428, 1.2889
4.3672, 3.9964
6.7612, 1.0324
8.6105, 3.2690
3.0206, 7.4408
3.8026, 5.6822
3.7906, 7.2781
4.4158, 7.6018
8.8826, 1.0710
4.0411, 5.5876
-2.6697, 12.0360
2.4946, 6.1268
8.8609, 0.9122
2.2712, 7.5032
1.5248, 8.6253
1.6135, 9.8347
4.3778, 5.8091
6.4728, 2.6116
9.2958, 0.1237
9.9692, 1.6490
2.4395, 8.6305
5.3808, 0.6288
0.6355, 9.8860
0.9803, 4.8894
8.2877, 1.6555
6.9603, 2.9114
3.0490, 6.9014
2.8370, 3.5455
6.9628, 2.5642
2.0578, 8.5339
3.8742, 6.7139
7.2674, 2.7529
4.3517, 5.4121
6.2769, 2.1969
3.1742, 5.4287
2.1281, 7.2204
7.2125, 1.0518
5.4190, 3.3773
5.6790, 7.1242
3.4469, 5.4069
5.0666, 4.7637
5.0073, 5.5653
2.3179, 7.7086
-0.2571, 9.8100
10.3619, 1.2050
8.7339, 2.2100
3.8553, 6.1704
-0.0433, 9.9977
6.4806, 7.0969
5.3979, 5.2626
2.6722, 6.4472
10.7152, -1.0479
3.6203, 4.7584
3.1900, 4.1775
1.7287, 7.1785
7.1426, 1.4631
7.4845, 2.2720
4.7954, 3.5614
4.4049, 6.6761
8.0310, 4.0023
3.7888, 3.7485
3.0263, 5.9851
1.2646, 8.5620
1.3016, 10.0648
3.2402, 8.2054
12.5085, -2.0055
7.3794, 3.9699
4.1126, 6.7139
8.3335, 3.8351
10.1796, -0.6897
9.0152, 1.6435
9.6932, 1.2652
4.5923, 6.2381
0.9261, 9.7520
4.1514, 3.5426
5.0957, 9.2772
3.1022, 7.8427
-0.4022, 9.5721
5.4305, 3.3767
4.0751, 4.8548
8.1499, 3.3202
9.8994, 0.3350
8.0616, 2.9453
9.9234, 0.0323
9.4822, -1.5838
5.9851, 3.7383
10.5571, 2.1241
6.8686, 5.2692
7.7919, 3.0836
-0.2086, 8.2636
11.3560, -0.5598
6.6835, 2.3857
3.5935, 5.8532
7.1825, 3.4668
3.5321, 7.4783
5.0598, 5.1357
7.7115, 4.6562
5.1206, 5.3808
8.2737, 4.5222
5.0293, 3.3841
5.4127, 3.2790
-0.8894, 10.3141
3.5091, 6.6814
5.7851, 2.8580
-1.8610, 11.9936
5.6892, 1.6021
8.3276, 1.4321
6.2194, 4.5751
10.6983, -1.4136
3.7323, 7.1496
3.4206, 4.5054
5.5219, 4.5184
2.2671, 7.7046
11.7208, -2.8580
5.2823, 5.2642
1.9421, 8.4414
8.0126, -0.6953
6.8397, 3.4185
5.6388, 5.2193
6.9700, 0.5885
5.5993, 5.3494
4.3382, 5.8023
4.4852, 3.2942
4.3199, 5.1320
4.5908, 5.0116
4.7148, 6.7003
6.8950, 3.4457
3.6770, 5.1181
5.3989, 3.1860
6.1436, 5.8245
5.7948, 3.5861
7.2718, 1.9379
5.3039, 3.8728
1.2477, 7.1092
5.7974, 3.5691
2.6207, 7.8925
4.8956, 6.2371
5.7731, 3.2619
8.6772, 0.3949
5.4848, 5.9295
9.4292, 2.3719
3.7009, 7.3994
7.7269, 2.5879
5.0286, 7.6089
5.2406, 8.0233
3.7922, 3.3433
4.7283, 4.9929
5.0662, 5.5576
4.9604, 5.9606
3.2916, 5.8600
3.0473, 6.4770
5.9853, 4.5815
4.7106, 3.5394
5.0186, 3.6886
5.9145, 5.8005
-1.0467, 13.1683
1.0030, 9.4020
5.2794, 6.8449
2.7003, 7.7818
1.5819, 7.7977
6.4550, 2.0403
0.8141, 9.3042
5.7377, 5.3687
5.5036, 1.7218
2.6315, 5.4535
3.6538, 4.2348
2.1400, 8.5235
4.5167, 7.1227
5.9816, 2.4764
3.5155, 7.0789
6.6062, 5.6722
2.5269, 7.5947
4.4336, 5.8609
2.1369, 5.7598
1.6783, 6.2070
1.5027, 6.3005
7.2408, 5.0223
2.8373, 7.8067
9.5948, 0.8595
5.2030, 4.7463
3.3246, 8.0884
10.5050, -1.0023
3.0467, 5.9375
9.7234, -0.3587
5.2362, 5.5960
5.2752, 2.6236
6.0375, 5.1599
7.0855, 3.3273
2.4202, 7.4505
11.5790, -2.3588
3.9971, 6.3948
